2	0.000000	0.000200	0.000800
4	0.000400	0.000600	0.000800
8	0.000000	0.000000	0.000000
16	0.000600	0.001400	0.001800
32	0.001200	0.003000	0.004000
64	0.005000	0.006000	0.008600
128	0.021000	0.017600	0.025800
256	0.080000	0.032600	0.047400
512	0.309200	0.064200	0.094800
1024	1.239000	0.136400	0.204000
2048	4.961400	0.226200	0.331600
4096	19.920400	0.679200	1.001400
8192	79.168800	1.403200	2.075800
16384	317.935200	3.579400	4.993200
32768	1270.996200	8.588800	11.510600
